,Unnamed: 0.1,Unnamed: 0,Bewohner,Eintrag,Miete,Größe,Stadtteil,frei ab,frei bis,Unnamed: 8,Lease term,EUR / SQM,Name,Neighbourhood,frei bis (Year - Month),Latitude,Longitude
1331,1331,,,04.04.2023,450.0,20,Berlin  Steglitz Lankwitz,2023-04-04,,,,22.5,04.04.2023-450.0-22.5 Berlin  Steglitz Lankwitz,Lankwitz,,52.4336977,13.3454858
1332,1332,,,04.04.2023,650.0,15,Berlin  Berlin Buckow Britz,2023-05-14,2026-05-14,,36.0,43.333333333333336,04.04.2023-650.0-43.333333333333336 Berlin  Berlin Buckow Britz,Berlin,2026-05,52.5170365,13.3888599
1333,1333,,,03.04.2023,700.0,15,Berlin  Charlottenburg,2023-04-15,,,,46.666666666666664,03.04.2023-700.0-46.666666666666664 Berlin  Charlottenburg,Charlottenburg,,52.515747,13.3096834
1334,1334,,,03.04.2023,435.0,18,Berlin  Kreuzberg,2023-05-15,,,,24.166666666666668,03.04.2023-435.0-24.166666666666668 Berlin  Kreuzberg,Kreuzberg,,52.4976443,13.411914
1335,1335,,,03.04.2023,33.0,25,Berlin,2023-04-03,2024-03-31,,11.0,1.32,03.04.2023-33.0-1.32 Berlin,Berlin,2024-03,52.5170365,13.3888599
1336,1336,,,03.04.2023,700.0,34,Berlin  Gesundbrunnen,2023-04-04,2023-04-24,,0.0,20.58823529411765,03.04.2023-700.0-20.58823529411765 Berlin  Gesundbrunnen,Gesundbrunnen,2023-04,52.5509201,13.384846
1337,1337,,,03.04.2023,550.0,20,Berlin  Spandau,2023-04-03,,,,27.5,03.04.2023-550.0-27.5 Berlin  Spandau,Spandau,,52.535788,13.1977924
1338,1338,,,03.04.2023,860.0,20,Berlin  Kreuzberg,2023-04-04,2023-04-30,,0.0,43.0,03.04.2023-860.0-43.0 Berlin  Kreuzberg,Kreuzberg,2023-04,52.4976443,13.411914
1339,1339,,,03.04.2023,720.0,35,Berlin,2023-06-01,2024-05-31,,11.0,20.571428571428573,03.04.2023-720.0-20.571428571428573 Berlin,Berlin,2024-05,52.5170365,13.3888599
1340,1340,,,03.04.2023,600.0,25,Berlin  Friedenau,2023-02-18,,,,24.0,03.04.2023-600.0-24.0 Berlin  Friedenau,Berlin,,52.5170365,13.3888599
1341,1341,,,03.04.2023,200.0,23,Berlin  Wedding,2023-04-03,2023-04-15,,0.0,8.695652173913043,03.04.2023-200.0-8.695652173913043 Berlin  Wedding,Wedding,2023-04,52.550123,13.34197
1342,1342,,,23.04.2023,460.0,17,Zimmer von HousingAnywhere*,2023-04-24,,,,27.058823529411764,23.04.2023-460.0-27.058823529411764 Zimmer von HousingAnywhere*,Berlin,,52.5170365,13.3888599
1343,1343,,,23.04.2023,410.0,23,Zimmer von Spotahome*,2023-04-24,,,,17.82608695652174,23.04.2023-410.0-17.82608695652174 Zimmer von Spotahome*,Berlin,,52.5170365,13.3888599
1344,1344,,,03.04.2023,655.0,15,Berlin  Britz,2023-05-01,2024-06-01,,13.0,43.666666666666664,03.04.2023-655.0-43.666666666666664 Berlin  Britz,Berlin,2024-06,52.5170365,13.3888599
1345,1345,,,03.04.2023,200.0,15,Berlin,2023-04-05,2023-04-17,,0.0,13.333333333333334,03.04.2023-200.0-13.333333333333334 Berlin,Berlin,2023-04,52.5170365,13.3888599
1346,1346,,,03.04.2023,300.0,15,Berlin  Friedrichshain,2023-04-08,2023-04-27,,0.0,20.0,03.04.2023-300.0-20.0 Berlin  Friedrichshain,Friedrichshain,2023-04,52.5122154,13.4502904
1347,1347,,,03.04.2023,450.0,11,Berlin  Köpenick,2023-07-01,,,,40.90909090909091,03.04.2023-450.0-40.90909090909091 Berlin  Köpenick,Köpenick,,52.4539099,13.5764126
1348,1348,,,03.04.2023,500.0,20,Berlin  Kreuzberg,2023-05-01,2023-05-31,,0.0,25.0,03.04.2023-500.0-25.0 Berlin  Kreuzberg,Kreuzberg,2023-05,52.4976443,13.411914
1349,1349,,,03.04.2023,1000.0,105,Berlin  Prenzlauer Berg,2023-04-03,2023-05-30,,1.0,9.523809523809524,03.04.2023-1000.0-9.523809523809524 Berlin  Prenzlauer Berg,Prenzlauer Berg,2023-05,52.5398466,13.4285652
1350,1350,,,03.04.2023,200.0,15,Berlin  Lichtenberg,2023-04-15,2023-04-30,,0.0,13.333333333333334,03.04.2023-200.0-13.333333333333334 Berlin  Lichtenberg,Lichtenberg,2023-04,48.9212959,7.4812268
1351,1351,,,03.04.2023,20.0,18,Berlin  Wilmersdorf,2023-04-03,2023-06-01,,2.0,1.1111111111111112,03.04.2023-20.0-1.1111111111111112 Berlin  Wilmersdorf,Wilmersdorf,2023-06,52.4871152,13.3203298
1352,1352,,,03.04.2023,890.0,25,Berlin  Friedrichshain,2023-04-15,2023-06-06,,2.0,35.6,03.04.2023-890.0-35.6 Berlin  Friedrichshain,Friedrichshain,2023-06,52.5122154,13.4502904
1353,1353,,,03.04.2023,650.0,24,Berlin  Friedrichshain,2023-04-03,2023-06-30,,2.0,27.083333333333332,03.04.2023-650.0-27.083333333333332 Berlin  Friedrichshain,Friedrichshain,2023-06,52.5122154,13.4502904
1354,1354,,,03.04.2023,400.0,19,Berlin  Kreuzberg,2023-04-03,2023-04-16,,0.0,21.05263157894737,03.04.2023-400.0-21.05263157894737 Berlin  Kreuzberg,Kreuzberg,2023-04,52.4976443,13.411914
1355,1355,,,03.04.2023,800.0,20,Berlin  Charlottenburg-Wilmersdorf,2023-04-03,2023-07-31,,3.0,40.0,03.04.2023-800.0-40.0 Berlin  Charlottenburg-Wilmersdorf,Charlottenburg,2023-07,52.515747,13.3096834
1356,1356,,,03.04.2023,580.0,20,Berlin  Friedrichshain,2023-05-01,2024-05-01,,12.0,29.0,03.04.2023-580.0-29.0 Berlin  Friedrichshain,Friedrichshain,2024-05,52.5122154,13.4502904
1357,1357,,,03.04.2023,720.0,23,Berlin  Neukölln,2023-04-03,2023-10-01,,6.0,31.304347826086957,03.04.2023-720.0-31.304347826086957 Berlin  Neukölln,Neukölln,2023-10,52.4811497,13.4353501
1358,1358,,,03.04.2023,800.0,20,Berlin  Berlin - Pankow,2023-04-24,2023-05-22,,1.0,40.0,03.04.2023-800.0-40.0 Berlin  Berlin - Pankow,Pankow,2023-05,52.5979174,13.435316
1359,1359,,,03.04.2023,600.0,20,Berlin  Charlottenburg,2023-05-03,,,,30.0,03.04.2023-600.0-30.0 Berlin  Charlottenburg,Charlottenburg,,52.515747,13.3096834
1360,1360,,,03.04.2023,39.0,20,Berlin  Pankow,2023-04-06,2023-04-15,,0.0,1.95,03.04.2023-39.0-1.95 Berlin  Pankow,Pankow,2023-04,52.5979174,13.435316
1361,1361,,,03.04.2023,670.0,22,Berlin  Zehlendorf,2023-04-03,2024-05-30,,13.0,30.454545454545453,03.04.2023-670.0-30.454545454545453 Berlin  Zehlendorf,Zehlendorf,2024-05,52.4343217,13.2589298
1362,1362,,,03.04.2023,550.0,14,Berlin  Berlin,2023-04-04,2023-04-28,,0.0,39.285714285714285,03.04.2023-550.0-39.285714285714285 Berlin  Berlin,Berlin,2023-04,52.5170365,13.3888599
1363,1363,,,03.04.2023,900.0,15,Berlin  Prenzlauer Berg,2023-05-01,,,,60.0,03.04.2023-900.0-60.0 Berlin  Prenzlauer Berg,Prenzlauer Berg,,52.5398466,13.4285652
1364,1364,,,23.04.2023,450.0,17,Zimmer von HousingAnywhere*,2023-04-24,,,,26.470588235294116,23.04.2023-450.0-26.470588235294116 Zimmer von HousingAnywhere*,Berlin,,52.5170365,13.3888599
1365,1365,,,23.04.2023,440.0,13,Zimmer von Spotahome*,2023-04-24,,,,33.84615384615385,23.04.2023-440.0-33.84615384615385 Zimmer von Spotahome*,Berlin,,52.5170365,13.3888599
1366,1366,,,03.04.2023,900.0,15,Berlin  Prenzlauer Berg,2023-05-01,,,,60.0,03.04.2023-900.0-60.0 Berlin  Prenzlauer Berg,Prenzlauer Berg,,52.5398466,13.4285652
1367,1367,,,03.04.2023,700.0,25,Berlin  Ku’damm,2023-04-24,2025-01-01,,21.0,28.0,03.04.2023-700.0-28.0 Berlin  Ku’damm,Berlin,2025-01,52.5170365,13.3888599
1368,1368,,,03.04.2023,620.0,10,Berlin  Friedrichshain,2023-05-01,,,,62.0,03.04.2023-620.0-62.0 Berlin  Friedrichshain,Friedrichshain,,52.5122154,13.4502904
1369,1369,,,02.04.2023,295.0,17,Berlin  Wilmersdorf,2023-07-05,,,,17.352941176470587,02.04.2023-295.0-17.352941176470587 Berlin  Wilmersdorf,Wilmersdorf,,52.4871152,13.3203298
1370,1370,,,02.04.2023,750.0,40,Berlin  Kreuzberg,2023-04-02,2023-12-22,,8.0,18.75,02.04.2023-750.0-18.75 Berlin  Kreuzberg,Kreuzberg,2023-12,52.4976443,13.411914
1371,1371,,,02.04.2023,350.0,11,Berlin  Wedding/Reinickendorf,2023-05-01,2023-06-30,,1.0,31.818181818181817,02.04.2023-350.0-31.818181818181817 Berlin  Wedding/Reinickendorf,Reinickendorf,2023-06,52.6047631,13.2952872
1372,1372,,,02.04.2023,25.0,7,Berlin  Moabit,2023-05-18,2023-12-22,,7.0,3.5714285714285716,02.04.2023-25.0-3.5714285714285716 Berlin  Moabit,Moabit,2023-12,52.5301017,13.3425422
1373,1373,,,02.04.2023,450.0,29,Berlin  Neukölln,2023-04-15,2023-06-30,,2.0,15.517241379310345,02.04.2023-450.0-15.517241379310345 Berlin  Neukölln,Neukölln,2023-06,52.4811497,13.4353501
1374,1374,,,02.04.2023,585.0,15,Berlin  Moabit,2023-08-01,2023-08-31,,0.0,39.0,02.04.2023-585.0-39.0 Berlin  Moabit,Moabit,2023-08,52.5301017,13.3425422
1375,1375,,,02.04.2023,305.0,20,Berlin,2023-04-02,2023-04-15,,0.0,15.25,02.04.2023-305.0-15.25 Berlin,Berlin,2023-04,52.5170365,13.3888599
1376,1376,,,02.04.2023,500.0,13,Berlin,2023-04-04,2023-05-04,,1.0,38.46153846153846,02.04.2023-500.0-38.46153846153846 Berlin,Berlin,2023-05,52.5170365,13.3888599
1377,1377,,,02.04.2023,530.0,9,Berlin  Berlin,2023-04-04,2023-05-01,,1.0,58.888888888888886,02.04.2023-530.0-58.888888888888886 Berlin  Berlin,Berlin,2023-05,52.5170365,13.3888599
1378,1378,,,02.04.2023,480.0,8,Berlin  Kreuzberg,2022-12-20,2023-01-14,,1.0,60.0,02.04.2023-480.0-60.0 Berlin  Kreuzberg,Kreuzberg,2023-01,52.4976443,13.411914
1379,1379,,,02.04.2023,285.0,20,Berlin  Grunewald,2023-05-01,,,,14.25,02.04.2023-285.0-14.25 Berlin  Grunewald,Berlin,,52.5170365,13.3888599
1380,1380,,,02.04.2023,610.0,20,Berlin  Grunewald,2023-05-01,,,,30.5,02.04.2023-610.0-30.5 Berlin  Grunewald,Berlin,,52.5170365,13.3888599
1381,1381,,,02.04.2023,650.0,20,Berlin  Wedding,2023-04-02,,,,32.5,02.04.2023-650.0-32.5 Berlin  Wedding,Wedding,,52.550123,13.34197
1382,1382,,,02.04.2023,900.0,50,Berlin  Friedrichshain,2023-05-02,2023-09-01,,4.0,18.0,02.04.2023-900.0-18.0 Berlin  Friedrichshain,Friedrichshain,2023-09,52.5122154,13.4502904
1383,1383,,,02.04.2023,950.0,22,Berlin  Tempelhof,2023-05-01,2023-07-31,,2.0,43.18181818181818,02.04.2023-950.0-43.18181818181818 Berlin  Tempelhof,Tempelhof,2023-07,52.4632921,13.3864477
1384,1384,,,02.04.2023,790.0,15,Berlin  Tempelhof,2023-05-01,2023-07-31,,2.0,52.666666666666664,02.04.2023-790.0-52.666666666666664 Berlin  Tempelhof,Tempelhof,2023-07,52.4632921,13.3864477
1385,1385,,,02.04.2023,400.0,22,Berlin  Reinickendorf,2023-04-15,2023-08-31,,4.0,18.181818181818183,02.04.2023-400.0-18.181818181818183 Berlin  Reinickendorf,Reinickendorf,2023-08,52.6047631,13.2952872
1386,1386,,,23.04.2023,460.0,17,Zimmer von HousingAnywhere*,2023-04-24,,,,27.058823529411764,23.04.2023-460.0-27.058823529411764 Zimmer von HousingAnywhere*,Berlin,,52.5170365,13.3888599
1387,1387,,,23.04.2023,430.0,24,Zimmer von Spotahome*,2023-04-24,,,,17.916666666666668,23.04.2023-430.0-17.916666666666668 Zimmer von Spotahome*,Berlin,,52.5170365,13.3888599
1388,1388,,,02.04.2023,599.0,16,Berlin  Mitte,2023-05-01,2023-07-31,,2.0,37.4375,02.04.2023-599.0-37.4375 Berlin  Mitte,Mitte,2023-07,52.5178855,13.4040601
1389,1389,,,02.04.2023,700.0,15,Berlin,2023-04-10,2023-08-31,,4.0,46.666666666666664,02.04.2023-700.0-46.666666666666664 Berlin,Berlin,2023-08,52.5170365,13.3888599
1390,1390,,,02.04.2023,800.0,17,Berlin  Mitte,2023-06-03,,,,47.05882352941177,02.04.2023-800.0-47.05882352941177 Berlin  Mitte,Mitte,,52.5178855,13.4040601
1391,1391,,,02.04.2023,800.0,48,Berlin  Lankwitz,2023-04-15,,,,16.666666666666668,02.04.2023-800.0-16.666666666666668 Berlin  Lankwitz,Lankwitz,,52.4336977,13.3454858
1392,1392,,,02.04.2023,680.0,13,Berlin  Kreuzberg,2023-04-03,2023-05-24,,1.0,52.30769230769231,02.04.2023-680.0-52.30769230769231 Berlin  Kreuzberg,Kreuzberg,2023-05,52.4976443,13.411914
1393,1393,,,02.04.2023,500.0,13,Berlin  Neukölln,2023-04-06,2023-05-31,,1.0,38.46153846153846,02.04.2023-500.0-38.46153846153846 Berlin  Neukölln,Neukölln,2023-05,52.4811497,13.4353501
1394,1394,,,02.04.2023,430.0,14,Berlin  Neukölln,2023-04-06,2023-05-31,,1.0,30.714285714285715,02.04.2023-430.0-30.714285714285715 Berlin  Neukölln,Neukölln,2023-05,52.4811497,13.4353501
1395,1395,,,02.04.2023,620.0,23,Berlin  Steglitz,2023-04-10,,,,26.956521739130434,02.04.2023-620.0-26.956521739130434 Berlin  Steglitz,Steglitz,,52.4572569,13.3222865
1396,1396,,,01.04.2023,750.0,22,Berlin  Neukölln,2023-04-02,2023-09-30,,5.0,34.09090909090909,01.04.2023-750.0-34.09090909090909 Berlin  Neukölln,Neukölln,2023-09,52.4811497,13.4353501
1397,1397,,,01.04.2023,50.0,30,Berlin  Berlin,2023-04-02,2023-04-11,,0.0,1.6666666666666667,01.04.2023-50.0-1.6666666666666667 Berlin  Berlin,Berlin,2023-04,52.5170365,13.3888599
1398,1398,,,01.04.2023,200.0,20,Berlin  Spreeschleife Charlottenburg,2023-04-02,2023-04-11,,0.0,10.0,01.04.2023-200.0-10.0 Berlin  Spreeschleife Charlottenburg,Charlottenburg,2023-04,52.515747,13.3096834
1399,1399,,,01.04.2023,650.0,24,Berlin  Moabit,2023-04-04,2023-05-15,,1.0,27.083333333333332,01.04.2023-650.0-27.083333333333332 Berlin  Moabit,Moabit,2023-05,52.5301017,13.3425422
1400,1400,,,01.04.2023,500.0,13,Berlin  Wedding,2023-04-03,2023-06-01,,2.0,38.46153846153846,01.04.2023-500.0-38.46153846153846 Berlin  Wedding,Wedding,2023-06,52.550123,13.34197
1401,1401,,,01.04.2023,505.0,20,Berlin  Prenzlauer Berg,2023-05-16,2023-08-15,,3.0,25.25,01.04.2023-505.0-25.25 Berlin  Prenzlauer Berg,Prenzlauer Berg,2023-08,52.5398466,13.4285652
1402,1402,,,01.04.2023,190.0,22,Berlin  Friedrichshain,2023-04-02,2023-04-11,,0.0,8.636363636363637,01.04.2023-190.0-8.636363636363637 Berlin  Friedrichshain,Friedrichshain,2023-04,52.5122154,13.4502904
1403,1403,,,01.04.2023,636.0,24,Berlin  Rummelsburg,2023-07-01,,,,26.5,01.04.2023-636.0-26.5 Berlin  Rummelsburg,Rummelsburg,,52.5013696,13.4835143
1404,1404,,,01.04.2023,640.0,22,Berlin  Tempelhof,2023-04-20,2023-05-31,,1.0,29.09090909090909,01.04.2023-640.0-29.09090909090909 Berlin  Tempelhof,Tempelhof,2023-05,52.4632921,13.3864477
1405,1405,,,31.03.2023,650.0,22,Berlin,2023-04-06,2023-09-01,,5.0,29.545454545454547,31.03.2023-650.0-29.545454545454547 Berlin,Berlin,2023-09,52.5170365,13.3888599
1406,1406,,,31.03.2023,650.0,16,Berlin  Friedrichshain,2023-04-02,2023-05-10,,1.0,40.625,31.03.2023-650.0-40.625 Berlin  Friedrichshain,Friedrichshain,2023-05,52.5122154,13.4502904
1407,1407,,,31.03.2023,600.0,25,Berlin  Steglitz,2023-07-01,,,,24.0,31.03.2023-600.0-24.0 Berlin  Steglitz,Steglitz,,52.4572569,13.3222865
1408,1408,,,23.04.2023,460.0,18,Zimmer von HousingAnywhere*,2023-04-24,,,,25.555555555555557,23.04.2023-460.0-25.555555555555557 Zimmer von HousingAnywhere*,Berlin,,52.5170365,13.3888599
1409,1409,,,23.04.2023,460.0,19,Zimmer von Spotahome*,2023-04-24,,,,24.210526315789473,23.04.2023-460.0-24.210526315789473 Zimmer von Spotahome*,Berlin,,52.5170365,13.3888599
1410,1410,,,31.03.2023,10.0,12,Berlin  Lichtenberg,2023-04-02,2023-04-08,,0.0,0.8333333333333334,31.03.2023-10.0-0.8333333333333334 Berlin  Lichtenberg,Lichtenberg,2023-04,48.9212959,7.4812268
1411,1411,,,31.03.2023,470.0,17,Berlin  Spandau,2023-04-15,2023-06-25,,2.0,27.647058823529413,31.03.2023-470.0-27.647058823529413 Berlin  Spandau,Spandau,2023-06,52.535788,13.1977924
1412,1412,,,31.03.2023,850.0,20,Berlin  Neukölln,2023-07-01,,,,42.5,31.03.2023-850.0-42.5 Berlin  Neukölln,Neukölln,,52.4811497,13.4353501
1413,1413,,,31.03.2023,550.0,20,Berlin  Karlshorst,2023-04-10,,,,27.5,31.03.2023-550.0-27.5 Berlin  Karlshorst,Karlshorst,,52.4843399,13.5235848
1414,1414,,,31.03.2023,900.0,18,Berlin  Kreuzberg,2023-05-01,,,,50.0,31.03.2023-900.0-50.0 Berlin  Kreuzberg,Kreuzberg,,52.4976443,13.411914
1415,1415,,,31.03.2023,750.0,27,Berlin  Friedrichshain,2023-05-08,2023-07-08,,2.0,27.77777777777778,31.03.2023-750.0-27.77777777777778 Berlin  Friedrichshain,Friedrichshain,2023-07,52.5122154,13.4502904
1416,1416,,,31.03.2023,500.0,16,Berlin  Rudow,2023-08-01,,,,31.25,31.03.2023-500.0-31.25 Berlin  Rudow,Berlin,,52.5170365,13.3888599
1417,1417,,,30.03.2023,650.0,20,Berlin  Neukölln,2023-05-01,2023-05-31,,0.0,32.5,30.03.2023-650.0-32.5 Berlin  Neukölln,Neukölln,2023-05,52.4811497,13.4353501
1418,1418,,,30.03.2023,400.0,12,Berlin  Lichtenrade,2023-05-01,2023-10-31,,5.0,33.333333333333336,30.03.2023-400.0-33.333333333333336 Berlin  Lichtenrade,Berlin,2023-10,52.5170365,13.3888599
1419,1419,,,30.03.2023,450.0,18,Berlin  Schöneberg,2023-04-08,2023-10-31,,6.0,25.0,30.03.2023-450.0-25.0 Berlin  Schöneberg,Schöneberg,2023-10,52.482157,13.3551901
1420,1420,,,30.03.2023,470.0,15,Berlin  Prenzlauer Berg,2023-04-06,,,,31.333333333333332,30.03.2023-470.0-31.333333333333332 Berlin  Prenzlauer Berg,Prenzlauer Berg,,52.5398466,13.4285652
1421,1421,,,30.03.2023,540.0,19,Berlin  Johannisthal,2023-06-15,,,,28.42105263157895,30.03.2023-540.0-28.42105263157895 Berlin  Johannisthal,Berlin,,52.5170365,13.3888599
1422,1422,,,30.03.2023,430.0,9,Berlin,2023-07-01,,,,47.77777777777778,30.03.2023-430.0-47.77777777777778 Berlin,Berlin,,52.5170365,13.3888599
1423,1423,,,30.03.2023,700.0,24,Berlin  Mitte,2023-05-01,2023-06-01,,1.0,29.166666666666668,30.03.2023-700.0-29.166666666666668 Berlin  Mitte,Mitte,2023-06,52.5178855,13.4040601
1424,1424,,,30.03.2023,700.0,31,Berlin  Prenzlauer Berg,2023-05-01,2023-05-24,,0.0,22.580645161290324,30.03.2023-700.0-22.580645161290324 Berlin  Prenzlauer Berg,Prenzlauer Berg,2023-05,52.5398466,13.4285652
1425,1425,,,30.03.2023,350.0,28,Berlin  Friedrichshain,2023-04-03,2023-04-13,,0.0,12.5,30.03.2023-350.0-12.5 Berlin  Friedrichshain,Friedrichshain,2023-04,52.5122154,13.4502904
1426,1426,,,30.03.2023,1250.0,36,Berlin  Kreuzberg,2023-05-01,2023-09-01,,4.0,34.72222222222222,30.03.2023-1250.0-34.72222222222222 Berlin  Kreuzberg,Kreuzberg,2023-09,52.4976443,13.411914
1427,1427,,,30.03.2023,550.0,13,Berlin  Neukölln,2023-05-01,2023-10-31,,5.0,42.30769230769231,30.03.2023-550.0-42.30769230769231 Berlin  Neukölln,Neukölln,2023-10,52.4811497,13.4353501
1428,1428,,,30.03.2023,300.0,22,Berlin  Friedrichshain,2023-05-01,2023-05-14,,0.0,13.636363636363637,30.03.2023-300.0-13.636363636363637 Berlin  Friedrichshain,Friedrichshain,2023-05,52.5122154,13.4502904
1429,1429,,,29.03.2023,460.0,16,Berlin  Panketal bei Berlin,2023-06-30,2026-02-01,,32.0,28.75,29.03.2023-460.0-28.75 Berlin  Panketal bei Berlin,Berlin,2026-02,52.5170365,13.3888599
1430,1430,,,23.04.2023,540.0,21,Zimmer von HousingAnywhere*,2023-04-24,,,,25.714285714285715,23.04.2023-540.0-25.714285714285715 Zimmer von HousingAnywhere*,Berlin,,52.5170365,13.3888599
1431,1431,,,23.04.2023,490.0,25,Zimmer von Spotahome*,2023-04-24,,,,19.6,23.04.2023-490.0-19.6 Zimmer von Spotahome*,Berlin,,52.5170365,13.3888599
1432,1432,,,29.03.2023,900.0,20,Berlin  Neukölln,2023-04-04,2023-05-04,,1.0,45.0,29.03.2023-900.0-45.0 Berlin  Neukölln,Neukölln,2023-05,52.4811497,13.4353501
1433,1433,,,29.03.2023,585.0,25,Berlin  Prenzlauer Berg,2023-05-01,,,,23.4,29.03.2023-585.0-23.4 Berlin  Prenzlauer Berg,Prenzlauer Berg,,52.5398466,13.4285652
1434,1434,,,29.03.2023,650.0,15,Berlin,2023-05-01,2023-06-30,,1.0,43.333333333333336,29.03.2023-650.0-43.333333333333336 Berlin,Berlin,2023-06,52.5170365,13.3888599
1435,1435,,,29.03.2023,775.0,16,Berlin  Oberschönweide,2023-06-01,2025-12-16,,30.0,48.4375,29.03.2023-775.0-48.4375 Berlin  Oberschönweide,Berlin,2025-12,52.5170365,13.3888599
1436,1436,,,29.03.2023,1500.0,17,Berlin  Friedrichshain,2023-04-15,2023-06-30,,2.0,88.23529411764706,29.03.2023-1500.0-88.23529411764706 Berlin  Friedrichshain,Friedrichshain,2023-06,52.5122154,13.4502904
1437,1437,,,29.03.2023,750.0,15,Berlin  Kreuzberg,2023-05-10,2023-11-30,,6.0,50.0,29.03.2023-750.0-50.0 Berlin  Kreuzberg,Kreuzberg,2023-11,52.4976443,13.411914
1438,1438,,,29.03.2023,450.0,35,Berlin,2023-05-01,2023-05-15,,0.0,12.857142857142858,29.03.2023-450.0-12.857142857142858 Berlin,Berlin,2023-05,52.5170365,13.3888599
1439,1439,,,29.03.2023,620.0,32,Berlin  Neukölln,2023-04-09,2023-05-15,,1.0,19.375,29.03.2023-620.0-19.375 Berlin  Neukölln,Neukölln,2023-05,52.4811497,13.4353501
1440,1440,,,29.03.2023,500.0,12,Berlin  Pankow,2023-04-10,2023-04-30,,0.0,41.666666666666664,29.03.2023-500.0-41.666666666666664 Berlin  Pankow,Pankow,2023-04,52.5979174,13.435316
1441,1441,,,29.03.2023,250.0,17,Berlin  Neukölln,2023-04-17,2023-11-01,,7.0,14.705882352941176,29.03.2023-250.0-14.705882352941176 Berlin  Neukölln,Neukölln,2023-11,52.4811497,13.4353501
1442,1442,,,29.03.2023,1000.0,20,Berlin  Schöneberg,2023-05-15,2024-05-31,,12.0,50.0,29.03.2023-1000.0-50.0 Berlin  Schöneberg,Schöneberg,2024-05,52.482157,13.3551901
1443,1443,,,29.03.2023,900.0,45,Berlin  Mitte,2023-05-01,2023-05-31,,0.0,20.0,29.03.2023-900.0-20.0 Berlin  Mitte,Mitte,2023-05,52.5178855,13.4040601
1444,1444,,,29.03.2023,670.0,23,Berlin  Berlin,2023-05-01,,,,29.130434782608695,29.03.2023-670.0-29.130434782608695 Berlin  Berlin,Berlin,,52.5170365,13.3888599
1445,1445,,,29.03.2023,592.0,15,Berlin  Wedding,2023-04-05,,,,39.46666666666667,29.03.2023-592.0-39.46666666666667 Berlin  Wedding,Wedding,,52.550123,13.34197
1446,1446,,,29.03.2023,760.0,23,Berlin  Friedrichshain,2023-04-03,2023-04-30,,0.0,33.04347826086956,29.03.2023-760.0-33.04347826086956 Berlin  Friedrichshain,Friedrichshain,2023-04,52.5122154,13.4502904
1447,1447,,,29.03.2023,550.0,11,Berlin  Friedrichshain-Kreuzberg,2023-07-21,2023-08-18,,1.0,50.0,29.03.2023-550.0-50.0 Berlin  Friedrichshain-Kreuzberg,Friedrichshain,2023-08,52.5122154,13.4502904
1448,1448,,,29.03.2023,100.0,15,Berlin  Wilmersdorf,2023-04-07,2023-04-14,,0.0,6.666666666666667,29.03.2023-100.0-6.666666666666667 Berlin  Wilmersdorf,Wilmersdorf,2023-04,52.4871152,13.3203298
1449,1449,,,29.03.2023,420.0,19,Berlin  Mitte/Wedding,2023-04-03,2023-04-20,,0.0,22.105263157894736,29.03.2023-420.0-22.105263157894736 Berlin  Mitte/Wedding,Mitte,2023-04,52.5178855,13.4040601
1450,1450,,,29.03.2023,670.0,21,Berlin  Tiergarten,2023-05-01,,,,31.904761904761905,29.03.2023-670.0-31.904761904761905 Berlin  Tiergarten,Tiergarten,,50.3408439,6.9562155
1451,1451,,,29.03.2023,600.0,22,Berlin  Pankow,2023-05-01,,,,27.272727272727273,29.03.2023-600.0-27.272727272727273 Berlin  Pankow,Pankow,,52.5979174,13.435316
1452,1452,,,23.04.2023,440.0,20,Zimmer von HousingAnywhere*,2023-04-24,,,,22.0,23.04.2023-440.0-22.0 Zimmer von HousingAnywhere*,Berlin,,52.5170365,13.3888599
1453,1453,,,23.04.2023,400.0,25,Zimmer von Spotahome*,2023-04-24,,,,16.0,23.04.2023-400.0-16.0 Zimmer von Spotahome*,Berlin,,52.5170365,13.3888599
1454,1454,,,29.03.2023,650.0,15,Berlin  Reinickendorf,2023-09-01,2024-08-31,,11.0,43.333333333333336,29.03.2023-650.0-43.333333333333336 Berlin  Reinickendorf,Reinickendorf,2024-08,52.6047631,13.2952872
1455,1455,,,29.03.2023,880.0,24,Berlin  Berlin Schöneberg,2023-06-01,,,,36.666666666666664,29.03.2023-880.0-36.666666666666664 Berlin  Berlin Schöneberg,Schöneberg,,52.482157,13.3551901
1456,1456,,,29.03.2023,80.0,15,Berlin  Mitte,2023-04-01,2023-05-01,,1.0,5.333333333333333,29.03.2023-80.0-5.333333333333333 Berlin  Mitte,Mitte,2023-05,52.5178855,13.4040601
1457,1457,,,29.03.2023,680.0,9,Berlin  Prenzlauer Berg,2023-09-01,2024-03-31,,6.0,75.55555555555556,29.03.2023-680.0-75.55555555555556 Berlin  Prenzlauer Berg,Prenzlauer Berg,2024-03,52.5398466,13.4285652
1458,1458,,,29.03.2023,480.0,15,Berlin  Köpenick,2023-04-15,,,,32.0,29.03.2023-480.0-32.0 Berlin  Köpenick,Köpenick,,52.4539099,13.5764126
1459,1459,,,28.03.2023,600.0,20,Berlin  Mitte,2023-05-01,2023-09-01,,4.0,30.0,28.03.2023-600.0-30.0 Berlin  Mitte,Mitte,2023-09,52.5178855,13.4040601
