Data ID,Link,City,Neighbourhood,Full Address,Address,Pure Rent,Service Charge,Other Charge,Size,Date From,Date To,Dataframe Date,Deposit,Rooms,Full Address Lenght,EUR / SQM
298p45v,https://www.immowelt.de/expose/298p45v,Berlin,Kaulsdorf,Berlin (Kaulsdorf),,1233,,,12,,,20230731,,1,1,102.75
298y35u,https://www.immowelt.de/expose/298y35u,Berlin,Prenzlauer,"Rudi-Arndt-StraÃe 14, Berlin (Prenzlauer Berg)",Rudi-arndt-strße 14,3360,,,135.46,,,20230731,,4,2,24.80437029
29l3e5t,https://www.immowelt.de/expose/29l3e5t,Berlin,Lichtenberg,"HauptstraÃe 81, Berlin (Lichtenberg)",Hauptstrße 81,815,,,26.84,,,20230731,,1,2,30.36512668
29xmu5s,https://www.immowelt.de/expose/29xmu5s,Berlin,Schmargendorf,"Marienbader StraÃe 9a, Berlin (Schmargendorf)",Marienbader strße 9a,3900,,,123,,,20230731,,4,2,31.70731707
29rvk5s,https://www.immowelt.de/expose/29rvk5s,Berlin,Mitte,Berlin (Mitte),,28500,,,295,,,20230731,,4,1,96.61016949
294jh5s,https://www.immowelt.de/expose/294jh5s,Berlin,Schöneberg,"Dennewitzstr. 43, Berlin (SchÃ¶neberg)",Dennewitzstr. 43,2370,,,94.06,,,20230731,,3,2,25.19668297
29rq25s,https://www.immowelt.de/expose/29rq25s,Berlin,Grunewald,Berlin (Grunewald),,7500,,,250.16,,,20230731,,3,1,29.98081228
29r3v5r,https://www.immowelt.de/expose/29r3v5r,Berlin,Prenzlauer,"SchÃ¶nhauser Allee 85, Berlin (Prenzlauer Berg)",Schã¶nhauser allee 85,2000,,,81,,,20230731,,2,2,24.69135802
2992v5r,https://www.immowelt.de/expose/2992v5r,Berlin,Neukölln,"Stuttgarter Str. 13, Berlin (NeukÃ¶lln)",Stuttgarter str. 13,1710,,,49,,,20230731,,1,2,34.89795918
29lyu5r,https://www.immowelt.de/expose/29lyu5r,Berlin,Charlottenburg,"HeisenbergstraÃe 7, Berlin (Charlottenburg)",Heisenbergstrße 7,3480,,,118,,,20230731,,4,2,29.49152542
29wxu5r,https://www.immowelt.de/expose/29wxu5r,Berlin,Moabit,"ZwinglistraÃe 34, Berlin (Moabit)",Zwinglistrße 34,2010,,,82,,,20230731,,2,2,24.51219512
29ywu5r,https://www.immowelt.de/expose/29ywu5r,Berlin,Wilmersdorf,"KurfÃ¼rstendamm 167-168, Berlin (Wilmersdorf)",Kurfüstendamm 167-168,1520,,,37,,,20230731,,1,2,41.08108108
29tuu5r,https://www.immowelt.de/expose/29tuu5r,Berlin,Moabit,"Lydia-Rabinowitsch-StraÃe 26, Berlin (Moabit)",Lydia-rabinowitsch-strße 26,2340,,,72,,,20230731,,3,2,32.5
2aqzp5u,https://www.immowelt.de/expose/2aqzp5u,Berlin,Frohnau,Berlin (Frohnau),,3600,,,282,,,20230731,,8,1,12.76595745
2apkb5c,https://www.immowelt.de/expose/2apkb5c,Berlin,Friedrichshain,"Boxhagener StraÃe 76a, Berlin (Friedrichshain)",Boxhagener strße 76a,1720,,,73.12,,,20230731,,2,2,23.52297593
297jf5q,https://www.immowelt.de/expose/297jf5q,Berlin,Friedrichshain,Berlin (Friedrichshain),,1691.5,,,67.66,,,20230731,,4,1,25
29xbf5q,https://www.immowelt.de/expose/29xbf5q,Berlin,Friedrichshain,Berlin (Friedrichshain),,1501.5,,,60.06,,,20230731,,3,1,25
29f7f5q,https://www.immowelt.de/expose/29f7f5q,Berlin,Friedrichshain,Berlin (Friedrichshain),,1519.75,,,60.79,,,20230731,,3,1,25
29x255q,https://www.immowelt.de/expose/29x255q,Berlin,Wilmersdorf,"KurfÃ¼rstendamm 167-168, Berlin (Wilmersdorf)",Kurfüstendamm 167-168,1520,,,37,,,20230731,,1,2,41.08108108
29rx25q,https://www.immowelt.de/expose/29rx25q,Berlin,Tiergarten,"KurfÃ¼rstenstraÃe 45, Berlin (Tiergarten)",Kurfüstenstrße 45,3490,,,102,,,20230731,,4,2,34.21568627
29yv25q,https://www.immowelt.de/expose/29yv25q,Berlin,Tiergarten,"KurfÃ¼rstenstraÃe 43, Berlin (Tiergarten)",Kurfüstenstrße 43,2790,,,70,,,20230731,,3,2,39.85714286
2agyn5e,https://www.immowelt.de/expose/2agyn5e,Berlin,Friedrichshain,Berlin (Friedrichshain),,3900,,,220,,,20230731,,4,1,17.72727273
2956k5p,https://www.immowelt.de/expose/2956k5p,Berlin,Lichtenberg,"HauptstraÃe 81, Berlin (Lichtenberg)",Hauptstrße 81,2055,,,94.37,,,20230731,,4,2,21.77598813
29u4k5p,https://www.immowelt.de/expose/29u4k5p,Berlin,Lichtenberg,"HauptstraÃe 81, Berlin (Lichtenberg)",Hauptstrße 81,1575,,,61.35,,,20230731,,3,2,25.67237164
29g3k5p,https://www.immowelt.de/expose/29g3k5p,Berlin,Lichtenberg,"HauptstraÃe 81, Berlin (Lichtenberg)",Hauptstrße 81,1345,,,54.06,,,20230731,,2,2,24.87976323
2922k5p,https://www.immowelt.de/expose/2922k5p,Berlin,Lichtenberg,"HauptstraÃe 81, Berlin (Lichtenberg)",Hauptstrße 81,965,,,29.22,,,20230731,,1,2,33.02532512
29byd5t,https://www.immowelt.de/expose/29byd5t,Berlin,Lichtenberg,"HauptstraÃe 81, Berlin (Lichtenberg)",Hauptstrße 81,960,,,38.67,,,20230731,,1,2,24.82544608
29hxd5t,https://www.immowelt.de/expose/29hxd5t,Berlin,Lichtenberg,"HauptstraÃe 81, Berlin (Lichtenberg)",Hauptstrße 81,900,,,30.54,,,20230731,,1,2,29.46954813
29rs75p,https://www.immowelt.de/expose/29rs75p,Berlin,Mitte,"ChausseestraÃe 92, Berlin (Mitte)",Chausseestrße 92,1370,,,43,,,20230731,,1,2,31.86046512
29ks75p,https://www.immowelt.de/expose/29ks75p,Berlin,Kreuzberg,"FriedrichstraÃe 213, Berlin (Kreuzberg)",Friedrichstrße 213,1910,,,65,,,20230731,,2,2,29.38461538
29as75p,https://www.immowelt.de/expose/29as75p,Berlin,Charlottenburg,"HeisenbergstraÃe 9, Berlin (Charlottenburg)",Heisenbergstrße 9,3710,,,116,,,20230731,,4,2,31.98275862
29pm75p,https://www.immowelt.de/expose/29pm75p,Berlin,Charlottenburg,"SchlesingerstraÃe 8, Berlin (Charlottenburg)",Schlesingerstrße 8,3780,,,118,,,20230731,,4,2,32.03389831
296f75p,https://www.immowelt.de/expose/296f75p,Berlin,Charlottenburg,"HeisenbergstraÃe 9, Berlin (Charlottenburg)",Heisenbergstrße 9,3540,,,115,,,20230731,,4,2,30.7826087
2ay2z56,https://www.immowelt.de/expose/2ay2z56,Berlin,Charlottenburg,Berlin (Charlottenburg),,2300,,,80,,,20230731,,2,1,28.75
2a4xy56,https://www.immowelt.de/expose/2a4xy56,Berlin,Charlottenburg,Berlin (Charlottenburg),,2500,,,89,,,20230731,,3,1,28.08988764
29nsd5m,https://www.immowelt.de/expose/29nsd5m,Berlin,Halensee,"NestorstraÃe 53A, Berlin (Halensee)",Nestorstrße 53a,1380,,,31,,,20230731,,1,2,44.51612903
29wqd5m,https://www.immowelt.de/expose/29wqd5m,Berlin,Wilmersdorf,"Detmolder Str. 19, Berlin (Wilmersdorf)",Detmolder str. 19,2250,,,79.16,,,20230731,,2,2,28.42344618
29hjd5m,https://www.immowelt.de/expose/29hjd5m,Berlin,Friedrichshain,"SeumestraÃe 12, Berlin (Friedrichshain)",Seumestrße 12,1650,,,68,,,20230731,,2,2,24.26470588
299sc5m,https://www.immowelt.de/expose/299sc5m,Berlin,Wilmersdorf,"Blissestr. 68, Berlin (Wilmersdorf)",Blissestr. 68,2500,,,102.08,,,20230731,,2,2,24.49059561
2arf45n,https://www.immowelt.de/expose/2arf45n,Berlin,Friedrichsfelde,"KraetkestraÃe 28, Berlin (Friedrichsfelde)",Kraetkestrße 28,847.14,,,60.51,,,20230731,,3,2,14
29l935m,https://www.immowelt.de/expose/29l935m,Berlin,Wilmersdorf,Berlin (Wilmersdorf),,3276,,,182,,,20230731,,7,1,18
2ajga5m,https://www.immowelt.de/expose/2ajga5m,Berlin,Mitte,Berlin (Mitte),,3354.88,,,185.5,,,20230731,,4,1,18.08560647
2ap9y56,https://www.immowelt.de/expose/2ap9y56,Berlin,Friedenau,Berlin (Friedenau),,1650,,,58,,,20230731,,2,1,28.44827586
29gch5k,https://www.immowelt.de/expose/29gch5k,Berlin,Friedrichshain,"Boxhagener Str. 114, Berlin (Friedrichshain)",Boxhagener str. 114,2970,,,108,,,20230731,,3,2,27.5
2aeby56,https://www.immowelt.de/expose/2aeby56,Berlin,Konradshöhe,Berlin (KonradshÃ¶he),,3250,,,145,,,20230731,,4,1,22.4137931
29qjx5j,https://www.immowelt.de/expose/29qjx5j,Berlin,Dahlem,Berlin (Dahlem),,1480,,,62,,,20230731,,2,1,23.87096774
29b2n5l,https://www.immowelt.de/expose/29b2n5l,Berlin,/,Berlin / Grunewald (Grunewald),,4150,,,145,,,20230731,,4,1,28.62068966
2ayra5m,https://www.immowelt.de/expose/2ayra5m,Berlin,Mitte,Berlin (Mitte),,3276.91,,,185.5,,,20230731,,4,1,17.66528302
29uhl5g,https://www.immowelt.de/expose/29uhl5g,Berlin,Kreuzberg,"JahnstraÃe 15A, Berlin (Kreuzberg)",Jahnstrße 15a,1870,,,56,,,20230731,,2,2,33.39285714
29vbl5g,https://www.immowelt.de/expose/29vbl5g,Berlin,Wilmersdorf,"KurfÃ¼rstendamm 167-168, Berlin (Wilmersdorf)",Kurfüstendamm 167-168,1520,,,37,,,20230731,,1,2,41.08108108
2982l5g,https://www.immowelt.de/expose/2982l5g,Berlin,Tiergarten,"LÃ¼tzowstraÃe 110, Berlin (Tiergarten)",Lützowstrße 110,2380,,,74,,,20230731,,3,2,32.16216216
29gvv5f,https://www.immowelt.de/expose/29gvv5f,Berlin,Friedrichshain,"AuerstraÃe 47, Berlin (Friedrichshain)",Auerstrße 47,2050,,,65,,,20230731,,2,2,31.53846154
29auv5f,https://www.immowelt.de/expose/29auv5f,Berlin,Mitte,"Rosenthaler Str. 44, Berlin (Mitte)",Rosenthaler str. 44,2900,,,69,,,20230731,,2,2,42.02898551
294su5f,https://www.immowelt.de/expose/294su5f,Berlin,Mitte,"KÃ¶penicker Str. 79, Berlin (Mitte)",Kã¶penicker str. 79,1400,,,40,,,20230731,,1,2,35
2972u5f,https://www.immowelt.de/expose/2972u5f,Berlin,Steglitz,Berlin (Steglitz),,1600,,,57,,,20230731,,2,1,28.07017544
2a32z56,https://www.immowelt.de/expose/2a32z56,Berlin,Grunewald,Berlin (Grunewald),,3500,,,213,,,20230731,,3,1,16.43192488
29t3p5d,https://www.immowelt.de/expose/29t3p5d,Berlin,Altglienicke,"Teutonenstr. 10, Berlin (Altglienicke)",Teutonenstr. 10,1790,,,101.35,,,20230731,,4,2,17.66156882
29dxk5d,https://www.immowelt.de/expose/29dxk5d,Berlin,Spandau,"SchÃ¶nwalder Str. 87, Berlin (Spandau)",Schã¶nwalder str. 87,1299.77,,,71.22,,,20230731,,2,2,18.2500702
29bxk5d,https://www.immowelt.de/expose/29bxk5d,Berlin,Spandau,"SchÃ¶nwalder Str. 87, Berlin (Spandau)",Schã¶nwalder str. 87,1499.23,,,83.06,,,20230731,,3,2,18.04996388
299xk5d,https://www.immowelt.de/expose/299xk5d,Berlin,Spandau,"SchÃ¶nwalder Str. 87, Berlin (Spandau)",Schã¶nwalder str. 87,1599.9,,,97.14,,,20230731,,3,2,16.47004324
29c8e5c,https://www.immowelt.de/expose/29c8e5c,Berlin,Charlottenburg,"ArcostraÃe 3, Berlin (Charlottenburg)",Arcostrße 3,1590,,,56,,,20230731,,2,2,28.39285714
29u6e5c,https://www.immowelt.de/expose/29u6e5c,Berlin,Schöneberg,"NÃ¼rnberger Str. 68, Berlin (SchÃ¶neberg)",Nünberger str. 68,2360,,,58,,,20230731,,2,2,40.68965517
29n8c5a,https://www.immowelt.de/expose/29n8c5a,Berlin,Schöneberg,"Dennewitzstr. 43, Berlin (SchÃ¶neberg)",Dennewitzstr. 43,2545,,,98.27,,,20230731,,3,2,25.89803602
29qgr59,https://www.immowelt.de/expose/29qgr59,Berlin,Neukölln,"Sonnenallee 149, Berlin (NeukÃ¶lln)",Sonnenallee 149,1440,,,51,,,20230731,,2,2,28.23529412
2995r59,https://www.immowelt.de/expose/2995r59,Berlin,Charlottenburg,"SchlesingerstraÃe 6, Berlin (Charlottenburg)",Schlesingerstrße 6,2650,,,87,,,20230731,,3,2,30.45977011
2879s5z,https://www.immowelt.de/expose/2879s5z,Berlin,Tiergarten,"LÃ¼tzowstraÃe 110, Berlin (Tiergarten)",Lützowstrße 110,1630,,,43,,,20230731,,2,2,37.90697674
2a8by56,https://www.immowelt.de/expose/2a8by56,Berlin,Hermsdorf,Berlin (Hermsdorf),,2600,,,233,,,20230731,,3,1,11.15879828
28yvk5x,https://www.immowelt.de/expose/28yvk5x,Berlin,Friedrichshain,"Gabriel-Max-StraÃe 16, Berlin (Friedrichshain)",Gabriel-max-strße 16,1400,,,31,,,20230731,,1,2,45.16129032
28n835x,https://www.immowelt.de/expose/28n835x,Berlin,Schöneberg,"Dennewitzstr. 42, Berlin (SchÃ¶neberg)",Dennewitzstr. 42,2325,,,86.45,,,20230731,,2,2,26.89415847
28r9u5w,https://www.immowelt.de/expose/28r9u5w,Berlin,Schmargendorf,"Hohenzollerndamm 71A, Berlin (Schmargendorf)",Hohenzollerndamm 71a,1400,,,42,,,20230731,,1,2,33.33333333
283y55w,https://www.immowelt.de/expose/283y55w,Berlin,Schöneberg,"Dennewitzstr. 43, Berlin (SchÃ¶neberg)",Dennewitzstr. 43,2625,,,98.9,,,20230731,,3,2,26.54196158
28ace5x,https://www.immowelt.de/expose/28ace5x,Berlin,Wedding,"MÃ¼llerstr. 86D, Berlin (Wedding)",Müllerstr. 86d,306.89,,,41.76,,,20230731,,1,2,7.348898467
28kaq5u,https://www.immowelt.de/expose/28kaq5u,Berlin,Wedding,"Lindower StraÃe 3 1. 1 18, Berlin (Wedding)",Lindower strße 3 1. 1 18,7500,,,190,,,20230731,,3,2,39.47368421
28z5q5u,https://www.immowelt.de/expose/28z5q5u,Berlin,Wedding,"Lindower StraÃe 5 2. 2 18, Berlin (Wedding)",Lindower strße 5 2. 2 18,3500,,,73,,,20230731,,2,2,47.94520548
29zvc5q,https://www.immowelt.de/expose/29zvc5q,Berlin,Mitte,Berlin (Mitte),,1260,,,42,,,20230731,,1,1,30
28hxe5s,https://www.immowelt.de/expose/28hxe5s,Berlin,Gesundbrunnen,"RavenÃ©straÃe 3, Berlin (Gesundbrunnen)",Ravenã©strße 3,2000,,,87,,,20230731,,3,2,22.98850575
28btu5r,https://www.immowelt.de/expose/28btu5r,Berlin,Mitte,"TorstraÃe 225C, Berlin (Mitte)",Torstrße 225c,1620,,,48,,,20230731,,1,2,33.75
28rnu5r,https://www.immowelt.de/expose/28rnu5r,Berlin,Pankow,"WollankstraÃe 13, Berlin (Pankow)",Wollankstrße 13,1640,,,64,,,20230731,,2,2,25.625
28mj55p,https://www.immowelt.de/expose/28mj55p,Berlin,Schöneberg,"KÃ¤rntener Str. 4, Berlin (SchÃ¶neberg)",Kärntener str. 4,1590,,,58,,,20230731,,2,2,27.4137931
28y955p,https://www.immowelt.de/expose/28y955p,Berlin,Schöneberg,"DennewitzstraÃe 40, Berlin (SchÃ¶neberg)",Dennewitzstrße 40,2210,,,67,,,20230731,,3,2,32.98507463
28bns5m,https://www.immowelt.de/expose/28bns5m,Berlin,Westend,"Breite StraÃe 42 A-B, Berlin (Westend)",Breite strße 42 a-b,679,,,31,,,20230731,,1,2,21.90322581
28tes5m,https://www.immowelt.de/expose/28tes5m,Berlin,Zehlendorf,"Clayallee 336, Berlin (Zehlendorf)",Clayallee 336,709,,,36,,,20230731,,1,2,19.69444444
2857x5l,https://www.immowelt.de/expose/2857x5l,Berlin,Friedrichshain,"Frankfurter Allee 84, Berlin (Friedrichshain)",Frankfurter allee 84,2676.7,,,102.95,,,20230731,,3,2,26
28cz45h,https://www.immowelt.de/expose/28cz45h,Berlin,Mitte,"Rosenthaler Str. 44, Berlin (Mitte)",Rosenthaler str. 44,2710,,,66,,,20230731,,2,2,41.06060606
28jcy5f,https://www.immowelt.de/expose/28jcy5f,Berlin,Charlottenburg,"NÃ¼rnberger Str. 20, Berlin (Charlottenburg)",Nünberger str. 20,2760,,,97,,,20230731,,3,2,28.45360825
28bd85f,https://www.immowelt.de/expose/28bd85f,Berlin,Mitte,"Rosenthaler Str. 44, Berlin (Mitte)",Rosenthaler str. 44,2710,,,55,,,20230731,,2,2,49.27272727
286z75f,https://www.immowelt.de/expose/286z75f,Berlin,Kreuzberg,"StallschreiberstraÃe 18, Berlin (Kreuzberg)",Stallschreiberstrße 18,1660,,,42,,,20230731,,2,2,39.52380952
28q3w5e,https://www.immowelt.de/expose/28q3w5e,Berlin,Moabit,"BeusselstraÃe 65, Berlin (Moabit)",Beusselstrße 65,1650,,,68,,,20230731,,2,2,24.26470588
286m25e,https://www.immowelt.de/expose/286m25e,Berlin,Wilmersdorf,"SpichernstraÃe 6, Berlin (Wilmersdorf)",Spichernstrße 6,1500,,,42,,,20230731,,1,2,35.71428571
28dru5d,https://www.immowelt.de/expose/28dru5d,Berlin,Wilmersdorf,"KurfÃ¼rstendamm 167-168, Berlin (Wilmersdorf)",Kurfüstendamm 167-168,1530,,,36,,,20230731,,1,2,42.5
28ffs5d,https://www.immowelt.de/expose/28ffs5d,Berlin,Zehlendorf,"Gartenstr. 6, Berlin (Zehlendorf)",Gartenstr. 6,1499.71,,,41.95,,,20230731,,2,2,35.74994041
28jlg5b,https://www.immowelt.de/expose/28jlg5b,Berlin,Schmöckwitz,"Adlergestell 770, Berlin (SchmÃ¶ckwitz)",Adlergestell 770,1680,,,124.14,,,20230731,,3,2,13.53310778
2838q5u,https://www.immowelt.de/expose/2838q5u,Berlin,Wedding,"Lindower StraÃe 5 5. 1 18, Berlin (Wedding)",Lindower strße 5 5. 1 18,5000,,,122,,,20230731,,2,2,40.98360656
282e658,https://www.immowelt.de/expose/282e658,Berlin,Friedrichshain,"Frankfurter Allee 12, Berlin (Friedrichshain)",Frankfurter allee 12,1590,,,61,,,20230731,,2,2,26.06557377
286s558,https://www.immowelt.de/expose/286s558,Berlin,Friedrichshain,"AuerstraÃe 47, Berlin (Friedrichshain)",Auerstrße 47,1830,,,47,,,20230731,,2,2,38.93617021
28sn558,https://www.immowelt.de/expose/28sn558,Berlin,Mitte,"Rosenthaler Str. 44, Berlin (Mitte)",Rosenthaler str. 44,2490,,,62,,,20230731,,2,2,40.16129032
28z2y52,https://www.immowelt.de/expose/28z2y52,Berlin,Heiligensee,"Ruppiner Chaussee 289, Berlin (Heiligensee)",Ruppiner chaussee 289,1749,,,85.02,,,20230731,,2,2,20.5716302
28t2y52,https://www.immowelt.de/expose/28t2y52,Berlin,Kreuzberg,"Ratiborstr. 3, Berlin (Kreuzberg)",Ratiborstr. 3,3850,,,164.43,,,20230731,,4,2,23.41421882
27p9z5z,https://www.immowelt.de/expose/27p9z5z,Berlin,Mariendorf,"KurfÃ¼rstenstraÃe 44, Berlin (Mariendorf)",Kurfüstenstrße 44,2710,,,71,,,20230731,,3,2,38.16901408
256ar5g,https://www.immowelt.de/expose/256ar5g,Berlin,Mitte,"Am KÃ¶llnischen Park 17, Berlin (Mitte)",Am kã¶llnischen park 17,2200,,,57,,,20230731,,2,2,38.59649123
274bm5v,https://www.immowelt.de/expose/274bm5v,Berlin,Kreuzberg,"Eylauer 13, Berlin (Kreuzberg)",Eylauer 13,2100,,,75,,,20230731,,3,2,28
27p6h56,https://www.immowelt.de/expose/27p6h56,Berlin,Tiergarten,"Genthiner Strasse 49, Berlin (Tiergarten)",Genthiner strasse 49,3150,,,111,,,20230731,,4,2,28.37837838
27ze25w,https://www.immowelt.de/expose/27ze25w,Berlin,Prenzlauer,"Erich-Weinert-StraÃe 16, Berlin (Prenzlauer Berg)",Erich-weinert-strße 16,2160,,,75,,,20230731,,2,2,28.8
27drv5j,https://www.immowelt.de/expose/27drv5j,Berlin,Schöneberg,"HauptstraÃe 151, Berlin (SchÃ¶neberg)",Hauptstrße 151,2650,,,92,,,20230731,,4,2,28.80434783
27ehp5j,https://www.immowelt.de/expose/27ehp5j,Berlin,Mitte,"FriedrichstraÃe 121, Berlin (Mitte)",Friedrichstrße 121,2400,,,138,,,20230731,,2,2,17.39130435
25kdt5z,https://www.immowelt.de/expose/25kdt5z,Berlin,Mitte,Berlin (Mitte),,2550,,,53,,,20230731,,2,1,48.11320755
276fs5q,https://www.immowelt.de/expose/276fs5q,Berlin,Tiergarten,"LÃ¼tzowstr. 111, Berlin (Tiergarten)",Lützowstr. 111,1600,,,35,,,20230731,,2,2,45.71428571
28cd85q,https://www.immowelt.de/expose/28cd85q,Berlin,Prenzlauer,"Stargarder Strasse 73, Berlin (Prenzlauer Berg)",Stargarder strasse 73,2800,,,81,,,20230731,,3,2,34.56790123
289z252,https://www.immowelt.de/expose/289z252,Berlin,Prenzlauer,"Erich-Weinert-StraÃe 16, Berlin (Prenzlauer Berg)",Erich-weinert-strße 16,1850,,,50,,,20230731,,2,2,37
29csy56,https://www.immowelt.de/expose/29csy56,Berlin,Prenzlauer,"ImmanuelkirchstraÃe 23, Berlin (Prenzlauer Berg)",Immanuelkirchstrße 23,1750,,,55,,,20230731,,2,2,31.81818182
29jhc5k,https://www.immowelt.de/expose/29jhc5k,Berlin,Prenzlauer,"Duncker Str 23, Berlin (Prenzlauer Berg)",Duncker str 23,1650,,,60,,,20230731,,2,2,27.5
29gzc5k,https://www.immowelt.de/expose/29gzc5k,Berlin,Prenzlauer,"Duncker Str 23, Berlin (Prenzlauer Berg)",Duncker str 23,1550,,,60,,,20230731,,2,2,25.83333333
287ag57,https://www.immowelt.de/expose/287ag57,Berlin,Kreuzberg,"EylauerstraÃe 13, Berlin (Kreuzberg)",Eylauerstrße 13,1800,,,63,,,20230731,,2,2,28.57142857
28r9a5u,https://www.immowelt.de/expose/28r9a5u,Berlin,Mitte,"Templinerstr 15, Berlin (Mitte)",Templinerstr 15,1900,,,56,,,20230731,,2,2,33.92857143
28lh65w,https://www.immowelt.de/expose/28lh65w,Berlin,Wilmersdorf,"DÃ¼sseldorfer Str. 49, Berlin (Wilmersdorf)",Düsseldorfer str. 49,2550,,,97,,,20230731,,3,2,26.28865979
29yxj5k,https://www.immowelt.de/expose/29yxj5k,Berlin,Kreuzberg,"Tempelhofer Ufer 12, Berlin (Kreuzberg)",Tempelhofer ufer 12,1950,,,74,,,20230731,,2,2,26.35135135
289z252,https://www.immowelt.de/expose/289z252,Berlin,Prenzlauer,"Erich-Weinert-StraÃe 16, Berlin (Prenzlauer Berg)",Erich-weinert-strße 16,1850,,,50,,,20230731,,2,2,37
29csy56,https://www.immowelt.de/expose/29csy56,Berlin,Prenzlauer,"ImmanuelkirchstraÃe 23, Berlin (Prenzlauer Berg)",Immanuelkirchstrße 23,1750,,,55,,,20230731,,2,2,31.81818182
28dc85q,https://www.immowelt.de/expose/28dc85q,Berlin,Tempelhof,"Manfred-von-Richthofen-Str. 28, Berlin (Tempelhof)",Manfred-von-richthofen-str. 28,1950,,,64,,,20230731,,2,2,30.46875
26r9w5q,https://www.immowelt.de/expose/26r9w5q,Berlin,Mitte,"Kommandantenstr. 75, Berlin (Mitte)",Kommandantenstr. 75,3100,,,86,,,20230731,,3,2,36.04651163
29t8b5d,https://www.immowelt.de/expose/29t8b5d,Berlin,Prenzlauer,"Duncker Str 23, Berlin (Prenzlauer Berg)",Duncker str 23,1900,,,60,,,20230731,,2,2,31.66666667
29ky35f,https://www.immowelt.de/expose/29ky35f,Berlin,Wilmersdorf,"GÃ¼ntzelstr 32, Berlin (Wilmersdorf)",Güntzelstr 32,1400,,,44,,,20230731,,2,2,31.81818182
28kj75p,https://www.immowelt.de/expose/28kj75p,Berlin,Tiergarten,"Genthiner StraÃe 44, Berlin (Tiergarten)",Genthiner strße 44,1700,,,50,,,20230731,,2,2,34
288vw5z,https://www.immowelt.de/expose/288vw5z,Berlin,Mitte,"MichaelkirchstraÃe 16, Berlin (Mitte)",Michaelkirchstrße 16,2600,,,95,,,20230731,,3,2,27.36842105
29qdk5e,https://www.immowelt.de/expose/29qdk5e,Berlin,Prenzlauer,"Duncker Str 23, Berlin (Prenzlauer Berg)",Duncker str 23,2100,,,60,,,20230731,,2,2,35
29t835s,https://www.immowelt.de/expose/29t835s,Berlin,Kreuzberg,"Tempelhofer Ufer 12, Berlin (Kreuzberg)",Tempelhofer ufer 12,2200,,,67,,,20230731,,3,2,32.8358209
29pth5a,https://www.immowelt.de/expose/29pth5a,Berlin,Friedrichshain,"Simon-Dach-StraÃe 13, Berlin (Friedrichshain)",Simon-dach-strße 13,2500,,,76,,,20230731,,1,2,32.89473684
29rlm5j,https://www.immowelt.de/expose/29rlm5j,Berlin,Friedrichshain,"Simon-Dach-StraÃe 13, Berlin (Friedrichshain)",Simon-dach-strße 13,3100,,,107,,,20230731,,5,2,28.97196262
28j3j5r,https://www.immowelt.de/expose/28j3j5r,Berlin,Friedrichshain,"Stralauer Allee 17, Berlin (Friedrichshain)",Stralauer allee 17,2850,,,108,,,20230731,,3,2,26.38888889
27bt95z,https://www.immowelt.de/expose/27bt95z,Berlin,Schöneberg,"GoebenstraÃe 14, Berlin (SchÃ¶neberg)",Goebenstrße 14,1800,,,60,,,20230731,,3,2,30
27jyd5w,https://www.immowelt.de/expose/27jyd5w,Berlin,Friedrichshain,"Stralauer Allee 5, Berlin (Friedrichshain)",Stralauer allee 5,6500,,,63,,,20230731,,2,2,103.1746032
28u6q5p,https://www.immowelt.de/expose/28u6q5p,Berlin,Kreuzberg,"GroÃbeerenstraÃe 13, Berlin (Kreuzberg)",Groãbeerenstrße 13,2700,,,115,,,20230731,,3,2,23.47826087
288h452,https://www.immowelt.de/expose/288h452,Berlin,Prenzlauer,"Erich-Weinert-StraÃe 16, Berlin (Prenzlauer Berg)",Erich-weinert-strße 16,2550,,,45,,,20230731,,1,2,56.66666667
27akq5u,https://www.immowelt.de/expose/27akq5u,Berlin,Wilmersdorf,"Wilhelmsaue 32, Berlin (Wilmersdorf)",Wilhelmsaue 32,2250,,,85,,,20230731,,2,2,26.47058824
27jyd5w,https://www.immowelt.de/expose/27jyd5w,Berlin,Friedrichshain,"Stralauer Allee 5, Berlin (Friedrichshain)",Stralauer allee 5,6500,,,63,,,20230731,,2,2,103.1746032
28qd45e,https://www.immowelt.de/expose/28qd45e,Berlin,Kreuzberg,"EylauerstraÃe 13, Berlin (Kreuzberg)",Eylauerstrße 13,1500,,,51,,,20230731,,2,2,29.41176471
284d75p,https://www.immowelt.de/expose/284d75p,Berlin,Prenzlauer,"Stargarder StraÃe 73, Berlin (Prenzlauer Berg)",Stargarder strße 73,1400,,,42,,,20230731,,1,2,33.33333333
25uhw5s,https://www.immowelt.de/expose/25uhw5s,Berlin,Mitte,"Am KÃ¶llnischen Park 11, Berlin (Mitte)",Am kã¶llnischen park 11,2150,,,54,,,20230731,,2,2,39.81481481
27dbe5w,https://www.immowelt.de/expose/27dbe5w,Berlin,Mitte,"Cora-Berliner-Str. 1, Berlin (Mitte)",Cora-berliner-str. 1,3350,,,70,,,20230731,,2,2,47.85714286
27zbf5x,https://www.immowelt.de/expose/27zbf5x,Berlin,Mitte,"Cora-Berliner-Str. 1, Berlin (Mitte)",Cora-berliner-str. 1,2750,,,66,,,20230731,,2,2,41.66666667
